,date (JST),time (JST),latitude [deg],longitude [deg],GPS deg [deg],gyro deg [deg],GPS speed [knot],log speed [knot],wind dir [deg],wind sped [knot],t [s],p_x [m],p_y [m],GPS deg [rad],gyro deg [rad],U [m/s],beta [rad],beta [deg],u [m/s],vm [m/s]
0,2021/08/12,11:01:00,35.54210333333333,140.03143166666666,103.3,101.6,5.9,6.1,56.0,2.4,0.0,1038.2311999992517,-2243.528964203099,1.8029251173101424,1.7732545200262386,3.0352222222222225,-0.029670597283903755,-1.7000000000000088,3.033886299875691,0.0900436432969972
1,2021/08/12,11:02:00,35.541695,140.03311166666666,110.4,111.6,4.5,4.8,48.1,2.6,60.0,992.8571999993245,-2091.6247567428313,1.9268434942017398,1.9477874452256716,2.315,0.02094395102393176,1.199999999999989,2.314492282244267,-0.048481702029970916
2,2021/08/12,11:03:00,35.54115,140.03427,125.8,114.2,3.5,3.3,55.8,1.5,120.0,932.2967999998406,-1986.8920295249093,2.1956241990088667,1.9931660057775245,1.8005555555555555,-0.2024581932313423,-11.600000000000003,1.763779657750819,0.3620519680189287
3,2021/08/12,11:04:00,35.540675,140.03511,121.3,107.9,2.7,2.9,29.3,1.9,180.0,879.5147999996675,-1910.9424705388894,2.117084382669122,1.8832102629018816,1.3890000000000002,-0.23387411976724023,-13.400000000000004,1.351185694832852,0.32189783795338467
4,2021/08/12,11:05:00,35.540303333333334,140.03578333333334,126.7,106.5,2.1,2.1,58.6,2.1,240.0,838.2151999997177,-1850.0618388776122,2.2113321622768156,1.858775653373961,1.0803333333333334,-0.3525565089028546,-20.200000000000003,1.013885295587907,0.37303715431808365
5,2021/08/12,11:06:00,35.53997,140.03620666666666,142.3,96.0,1.5,1.6,41.2,1.5,300.0,801.1751999992777,-1811.7863832174794,2.483603525587931,1.6755160819145565,0.7716666666666666,-0.8080874436733745,-46.3,0.5331309272143091,0.55788964759355
6,2021/08/12,11:07:00,35.53971666666666,140.036415,145.7,88.0,0.9,1.1,40.4,1.8,360.0,773.0247999992906,-1792.9509764418303,2.542944720155738,1.53588974175501,0.46299999999999997,-1.007054978400728,-57.699999999999996,0.24740513776748962,0.39135622878171933
7,2021/08/12,11:08:00,35.53954,140.03655,150.4,87.8,0.7,0.8,33.8,1.7,420.0,753.3935999999006,-1780.7457398986362,2.6249751949994717,1.5323990832510213,0.36011111111111105,-1.0925761117484505,-62.60000000000001,0.16572305583160693,0.3197121848030085
8,2021/08/12,11:09:00,35.53937833333333,140.03665,156.7,88.6,0.7,0.6,25.7,1.8,480.0,735.4291999994623,-1771.7051467749975,2.7349309378751143,1.546361717266976,0.36011111111111105,-1.1885692206081384,-68.1,0.13431704481424406,0.334124144320711
9,2021/08/12,11:10:00,35.53919333333333,140.036735,164.3,87.5,0.7,-0.9,31.3,1.6,540.0,714.871999999255,-1764.02115148993,2.8675759610266836,1.5271630954950384,0.36011111111111105,-1.3404128655316452,-76.80000000000001,0.08223168555873721,0.3505965804679902
10,2021/08/12,11:11:00,35.539015,140.03678333333335,172.5,87.2,0.6,-0.7,37.3,1.4,600.0,695.0555999995448,-1759.6526151250948,3.0106929596902186,1.5219271077390555,0.3086666666666667,-1.488765851951163,-85.3,0.025291686330472653,0.30762874006450064
11,2021/08/12,11:12:00,35.538845,140.03679666666667,180.4,87.5,0.6,-0.8,34.6,1.4,660.0,676.165199999865,-1758.4488240421033,3.1485739705977704,1.5271630954950384,0.3086666666666667,-1.621410875102732,-92.89999999999999,-0.015616354170345478,0.3082713749175189
12,2021/08/12,11:13:00,35.538671666666666,140.03677833333333,188.8,88.8,0.6,-0.6,32.3,1.4,720.0,656.9043999995398,-1760.1085022732352,3.2951816277652943,1.5498523757709646,0.3086666666666667,-1.7453292519943298,-100.00000000000001,-0.05359940417319256,0.30397732642976827
13,2021/08/12,11:14:00,35.53850166666667,140.03672833333334,197.5,90.8,0.6,-0.6,41.8,1.2,780.0,638.0139999998619,-1764.631585866784,3.447025272688801,1.5847589608108512,0.3086666666666667,-1.8622663118779497,-106.7,-0.08869861379361112,0.2956478767422539
