#Logger
10 130 2043.449067549158
20 260 1572.9730927804196
30 390 1501.4518262879228
40 520 1496.6390250790519
50 650 1409.1397245796254
60 780 1400.7644111622274
70 910 1385.2856851114918
80 1040 1388.030895629131
90 1170 1370.4301216720164
100 1300 1366.6067989783141
110 1430 1360.7603056877315
120 1560 1351.2609272149193
130 1690 1353.4670727364085
140 1820 1345.3088673389855
150 1950 1342.118547005305
160 2080 1333.2944710243219
170 2210 1337.144805338805
180 2340 1415.3372770388116
190 2470 1337.8214481893708
200 2600 1337.5515756337256
210 2730 1331.2827337505012
220 2860 1328.7519525596915
230 2990 1328.0314578427237
240 3120 1326.2046650498544
250 3250 1320.076075686877
260 3380 1321.2057341952457
270 3510 1408.3308339638077
280 3640 1319.9588568096583
290 3770 1314.6610838183587
300 3900 1313.050080775652
310 4030 1314.4494086048662
320 4160 1309.306207991305
330 4290 1300.850062850789
340 4420 1302.2808304472992
350 4550 1302.3383400257633
360 4680 1300.7281324737794
370 4810 1302.4235505067588
380 4940 1331.2769286655803
390 5070 1371.1644748858137
400 5200 1299.3012646434024
410 5330 1379.8350381838575
420 5460 1291.575736638293
430 5590 1292.9726488485803
440 5720 1284.6662277158644
450 5850 1324.2131025814842
460 5980 1281.9160436930688
470 6110 1279.754796263719
480 6240 1279.0007053571383
490 6370 1282.2488488074653
500 6500 1367.4264674249976
510 6630 1408.437842219515
520 6760 1325.5119261280806
530 6890 1290.2429688376778
540 7020 1292.9593995605944
550 7150 1423.181675033123
560 7280 1313.7487881163734
570 7410 1377.9718116731924
580 7540 1372.611204397543
590 7670 1276.5381195863308
600 7800 1369.8028469679862
610 7930 1279.3792857986052
620 8060 1275.8636657187144
630 8190 1363.6105622212808
640 8320 1362.3034896907686
650 8450 1273.5077150205734
660 8580 1281.3538960705803
670 8710 1362.0816652218657
680 8840 1281.053940329737
690 8970 1272.8807787722271
700 9100 1275.0439344882964
710 9230 1360.4710401140137
720 9360 1356.874279415092
730 9490 1270.0953394849278
740 9620 1270.8509505391553
750 9750 1271.2161509472935
760 9880 1268.7689149427779
770 10010 1269.0648546658335
780 10140 1270.8705285494655
790 10270 1355.6251204749394
800 10400 1265.6447495712289
810 10530 1357.41139701722
820 10660 1270.1755424640921
830 10790 1266.0983204141337
840 10920 1264.3309072755683
850 11050 1351.2009889896008
860 11180 1264.6752129859115
870 11310 1351.2509195778139
880 11440 1263.324642840782
890 11570 1353.9576764581261
900 11700 1354.825605475287
910 11830 1265.6377155513778
920 11960 1263.6272227374711
930 12090 1264.9669448585287
940 12220 1267.6834970414598
950 12350 1265.0817521132756
960 12480 1265.5042672457187
970 12610 1302.5616036519557
980 12740 1262.663460982651
990 12870 1350.0203106219672
1000 13000 1264.1119807090984
1010 13130 1261.9433003884508
1020 13260 1350.1497320203748
1030 13390 1261.153939279667
1040 13520 1261.4330052181
1050 13650 1349.7482446406534
1060 13780 1261.1973185413551
1070 13910 1349.6989099469756
1080 14040 1264.3765928378375
