t [s],x_position_mid [m],u_velo [m/s],y_position_mid [m],vm_velo [m/s],psi [rad],r_angvelo [rad/s],delta_rudder [rad],n_prop [rps],true_wind_speed [m/s],true_wind_direction [rad],delta_rudder_cmd [rad],n_prop_cmd [rps],x_position_mid_hat [m],u_velo_hat [m/s],y_position_mid_hat [m],vm_velo_hat [m/s],psi_hat [rad],r_angvelo_hat [rad/s],delta_rudder_hat [rad],n_prop_hat [rps],true_wind_speed_hat [m/s],true_wind_direction_hat [rad],collision,apparent_wind_speed [m/s],apparent_wind_direction [rad],apparent_wind_speed_hat [m/s],apparent_wind_direction_hat [rad]
3.800000000000002,0.40212955051259386,0.11337713794563326,-10.000228538996062,-0.00012047980529491995,-5.3325617305504946e-05,-2.6438134883640413e-05,0.0,10.0,0.20683283473150726,1.4470833969917978,0.0,10.0,0.3926493633309828,0.12179988303991923,-10.001513176360522,-0.014568417699865584,-0.0012529556232789463,0.0024837943553535804,0.0,10.0,0.20683283473150726,1.4470833969917978,0,0.2233803375824639,1.9750627375562686,0.2233803375824639,1.9750627375562686
3.900000000000002,0.4134672636485711,0.1137663641934498,-10.000241191567161,-0.00012348475255347354,-5.596943079386899e-05,-2.6909948724598305e-05,0.0,10.0,0.2038378208216952,1.436173891249517,0.0,10.0,0.4409199721472501,0.09412175755331613,-9.969525907346389,-0.005533184105073289,-0.0011914571782814384,0.0024485029960493523,0.0,10.0,0.2038378208216952,1.436173891249517,0,0.21981856407771425,1.9748397589982465,0.21981856407771425,1.9748397589982465
4.000000000000002,0.4248438993589599,0.11415529526542473,-10.000254176786262,-0.00012640430995019132,-5.8660425666328815e-05,-2.7377586165270137e-05,0.0,10.0,0.20335121532973902,1.4411186828522171,0.0,10.0,0.4569570321766358,0.12535233887768893,-10.006742351415065,-0.022786888160250693,0.003058725608615719,-0.0009346831622107389,0.0,10.0,0.20335121532973902,1.4411186828522171,0,0.22007527722290224,1.9815237899237654,0.22007527722290224,1.9815237899237654
4.100000000000001,0.43625942812436863,0.11454394878731347,-10.000267486857057,-0.00012929812184368398,-6.139818428285583e-05,-2.7811469072734605e-05,0.0,10.0,0.2028833663494714,1.44312277223908,0.0,10.0,0.4370222018116832,0.13489374556781447,-10.050772709414117,-0.005043072034272461,0.0005242326715354178,0.0008480374873504115,0.0,10.0,0.2028833663494714,1.44312277223908,0,0.22004304777429048,1.9858193539047446,0.22004304777429048,1.9858193539047446
4.200000000000001,0.44771382218764294,0.11493231911211907,-10.000281119948264,-0.00013216911136202977,-6.417933119012929e-05,-2.8220066291047488e-05,0.0,10.0,0.2042055635773559,1.4367699402640475,0.0,10.0,0.43262630661161733,0.11435641556437691,-9.977738876957812,-0.014154004357979874,0.003334274730259462,-0.0005786861328626291,0.0,10.0,0.2042055635773559,1.4367699402640475,0,0.22066607499565086,1.9793079192152476,0.22066607499565086,1.9793079192152476
4.300000000000001,0.4592070532269321,0.11532038458730393,-10.00029507448731,-0.0001350749651104597,-6.700133781923403e-05,-2.8636423000373056e-05,0.0,10.0,0.20289801508349123,1.4252969860936058,0.0,10.0,0.450489296039066,0.1204107023437799,-9.97720337748496,-0.003784124028606381,-0.0005343909807279318,0.0008188986895387762,0.0,10.0,0.20289801508349123,1.4252969860936058,0,0.21849229104079948,1.9749315106754515,0.21849229104079948,1.9749315106754515
4.4,0.4707390907547575,0.1157081459645499,-10.000309354645795,-0.00013794403693132552,-6.986498011927134e-05,-2.9058401916188683e-05,0.0,10.0,0.20421581918108633,1.4467254631658206,0.0,10.0,0.4654176259656308,0.10207988706943111,-10.017961585821823,0.012617689839982313,0.0035335066402269162,-0.0002817570823848486,0.0,10.0,0.20421581918108633,1.4467254631658206,0,0.22204337978519667,1.990350081348235,0.22204337978519667,1.990350081348235
4.5,0.4823099043592275,0.11609564946961305,-10.000323957444186,-0.00014082616663816045,-7.277082031089022e-05,-2.9412864869933576e-05,0.0,10.0,0.20519773329784147,1.4585360421883433,0.0,10.0,0.4942051587236503,0.14108621095728713,-9.999686457877928,0.028886312949410065,-0.0019178660758603075,0.0025931388139822085,0.0,10.0,0.20519773329784147,1.4585360421883433,0,0.2242939531773483,1.9989414973557218,0.2242939531773483,1.9989414973557218
4.6,0.4939194682506455,0.11648287956356457,-10.000338884898376,-0.00014371826185568049,-7.571210679788358e-05,-2.972308919970296e-05,0.0,10.0,0.20427330323273454,1.4571001459098667,0.0,10.0,0.4587232696619915,0.11716974830035805,-9.991038194571347,0.005832201173859426,-0.0021671664507300873,-0.0012709318975984494,0.0,10.0,0.20427330323273454,1.4571001459098667,0,0.22351460558663924,2.001517250466237,0.22351460558663924,2.001517250466237
4.699999999999999,0.5055677550854948,0.11686981961200112,-10.000354138640942,-0.0001465773259798016,-7.868441571785387e-05,-3.0015919396749454e-05,0.0,10.0,0.2030102365733693,1.470675191554939,0.0,10.0,0.4895236995376306,0.1220890371651987,-10.011660268525418,-0.0003886391988291207,-0.000437610486411325,-0.0021203544044086724,0.0,10.0,0.2030102365733693,1.470675191554939,0,0.2240350298507629,2.0165698743460547,0.2240350298507629,2.0165698743460547
4.799999999999999,0.5172547358571813,0.11725649619842368,-10.000369715956841,-0.000149380229631106,-8.168600765752882e-05,-3.024847817178426e-05,0.0,10.0,0.2045707816207166,1.4391301366537006,0.0,10.0,0.5020042230423,0.12552391519233042,-9.97501957449464,-0.01986062916096084,0.00022939714416108075,0.000248742152300364,0.0,10.0,0.2045707816207166,1.4391301366537006,0,0.22218101114445205,1.989904971555132,0.22218101114445205,1.989904971555132
4.899999999999999,0.5289803842176759,0.11764282054213487,-10.000385611801258,-0.00015224769652048467,-8.471085547470725e-05,-3.056053072478272e-05,0.0,10.0,0.20356704971750605,1.4411898583348721,0.0,10.0,0.5451194920469628,0.12723588801797797,-10.003853364146368,-0.008773309724546308,0.0011362209100112303,-0.002507276241270017,0.0,10.0,0.20356704971750605,1.4411898583348721,0,0.2217083003344475,1.9954754190634492,0.2217083003344475,1.9954754190634492
4.999999999999998,0.5407446649399763,0.11802886006331473,-10.000401833133251,-0.00015507680921710915,-8.776690854718552e-05,-3.084423241652477e-05,0.0,10.0,0.20350888291957958,1.4430398914803262,0.0,10.0,0.5996232767612031,0.12417297676277816,-9.972241208133477,-0.004355094936762559,-0.0019995260341525425,-0.0006968937070710765,0.0,10.0,0.20350888291957958,1.4430398914803262,0,0.22201975438558202,1.9986375320965504,0.22201975438558202,1.9986375320965504
5.099999999999998,0.5525475495397876,0.1184146102686271,-10.00041837671693,-0.00015789492813591288,-9.0851331788838e-05,-3.110610180840621e-05,0.0,10.0,0.20530488676397748,1.4540411026416844,0.0,10.0,0.5502395610522227,0.10548286279881498,-10.009802168167635,-0.006336597475937712,-0.0014043072903979585,0.0007409527731561524,0.0,10.0,0.20530488676397748,1.4540411026416844,0,0.22489311839571674,2.0045455969777097,0.22489311839571674,2.0045455969777097
5.1999999999999975,0.5643890090832844,0.11880007975540081,-10.000435242022181,-0.00016074732480411517,-9.396194196967861e-05,-3.133172711185319e-05,0.0,10.0,0.20509456696704104,1.4557227899985825,0.0,10.0,0.5750615286795622,0.11247770632973796,-9.959240873641905,0.005550455529211321,0.00015270023846763607,0.0010288912407422379,0.0,10.0,0.20509456696704104,1.4557227899985825,0,0.22506019787765416,2.007892448422343,0.22506019787765416,2.007892448422343
5.299999999999997,0.576269015495968,0.11918525923750706,-10.00045243302321,-0.00016358433844859498,-9.709511468086393e-05,-3.1535357723306816e-05,0.0,10.0,0.2067107314314737,1.4691407677231274,0.0,10.0,0.5830917463234933,0.10543965063477734,-9.923412374411864,0.005232317274552395,0.0017298139952623413,-0.0015831467265736091,0.0,10.0,0.2067107314314737,1.4691407677231274,0,0.22804866175101213,2.0161012496551924,0.22804866175101213,2.0161012496551924
5.399999999999997,0.588187539775214,0.11957016243990713,-10.000469948687616,-0.00016644749848190667,-0.00010024865045319461,-3.169387489854303e-05,0.0,10.0,0.20722705930061494,1.4856491085262387,0.0,10.0,0.5391895056682593,0.13294061460147524,-10.008461230146803,-0.003973975454147155,8.256516696966164e-05,0.0009349652281437312,0.0,10.0,0.20722705930061494,1.4856491085262387,0,0.23043285979472547,2.0291848766336598,0.23043285979472547,2.0291848766336598
5.4999999999999964,0.6001445542905083,0.1199547985274994,-10.000487792112121,-0.00016930089361371115,-0.00010341803794304891,-3.179178101936341e-05,0.0,10.0,0.20809357265289544,1.523591794320736,0.0,10.0,0.6242876181222902,0.11747168017276388,-9.959959800995659,0.010070649816005842,-0.001255818528841512,0.0023763491299469506,0.0,10.0,0.20809357265289544,1.523591794320736,0,0.2353973451005141,2.057779466208546,0.2353973451005141,2.057779466208546
5.599999999999996,0.612140032328234,0.120339203923782,-10.000505962750381,-0.000172127412289614,-0.00010659721604498526,-3.176642005960576e-05,0.0,10.0,0.21051215084542768,1.5097669067844175,0.0,10.0,0.6015918489514824,0.11330284780140433,-9.956878138196176,-0.006302794582430844,-0.00011317402671563202,0.0008262427796833781,0.0,10.0,0.21051215084542768,1.5097669067844175,0,0.23618735038845234,2.0434390822712847,0.23618735038845234,2.0434390822712847
5.699999999999996,0.6241739508174113,0.12072328183693776,-10.000524458273922,-0.00017503334530059799,-0.00010977385805094583,-3.177819386104334e-05,0.0,10.0,0.2094120722438008,1.4848261780067007,0.0,10.0,0.6542028164638752,0.12150794342197287,-9.980890083377165,-0.006148387020428034,-0.00011444577359784162,0.002393805104412732,0.0,10.0,0.2094120722438008,1.4848261780067007,0,0.2327330451008455,2.0281308460976795,0.2327330451008455,2.0281308460976795
