t [s],x_position_mid [m],u_velo [m/s],y_position_mid [m],vm_velo [m/s],psi [rad],r_angvelo [rad/s],true_wind_speed [m/s],true_wind_direction [rad],delta_rudder [rad],n_prop [rps],x_position_mid_hat [m],u_velo_hat [m/s],y_position_mid_hat [m],vm_velo_hat [m/s],psi_hat [rad],r_angvelo_hat [rad/s],true_wind_speed_hat [m/s],true_wind_direction_hat [rad],collision,apparent_wind_speed [m/s],apparent_wind_direction [rad],apparent_wind_speed_hat [m/s],apparent_wind_direction_hat [rad]
31.800000000000182,5.034511004502305,0.21148766674320674,0.0005383222569299013,-5.627390489491228e-05,0.0007263698431808175,3.547302158343649e-05,0.22120675221575398,2.901194580052879,0.0,10.0,5.081708462618152,0.20680550701461164,-0.014661587791707228,0.017047880946427174,0.0012682094318781953,-0.0002042380909207848,0.22120675221575398,2.901194580052879,0,0.42956207968530324,3.018179190797604,0.42956207968530324,3.018179190797604
31.900000000000183,5.055659769685009,0.21178451594021236,0.0005480566929067964,-5.639070667275511e-05,0.0007299171453391611,3.5485501022973e-05,0.2194495591008142,2.906129161129994,0.0,10.0,5.0106983026607335,0.20469949950583588,-0.00755245293569887,0.012403925822036666,0.002339786415358666,0.0005309455180823875,0.2194495591008142,2.906129161129994,0,0.42823811206727824,3.0212562780089116,0.42823811206727824,3.0212562780089116
32.000000000000185,5.076838219753367,0.21208101401189725,0.0005578761372992596,-5.649597538763953e-05,0.0007334656954414584,3.5488545513780845e-05,0.22013447608624387,2.9039617507975763,0.0,10.0,5.0986261907424115,0.21166328888907301,0.01698038925469516,0.005404722863200738,-0.0030854913687063303,-0.0029633348359755585,0.22013447608624387,2.9039617507975763,0,0.4291573570984026,3.0200485043328182,0.4291573570984026,3.0200485043328182
32.100000000000186,5.098046319593661,0.21237716327363354,0.0005677819547286453,-5.6605136694809475e-05,0.0007370145499928365,3.5495088314021235e-05,0.21688419450533034,2.8726568396504932,0.0,10.0,5.082765736192397,0.2101483690789152,0.03273651310430283,0.021778610180809885,-0.00011477135959983922,0.002264161307729131,0.21688419450533034,2.8726568396504932,0,0.425373220638186,3.0052000441377533,0.425373220638186,3.0052000441377533
32.20000000000019,5.119284034324843,0.21267295706149333,0.0005777739471213714,-5.675563722837413e-05,0.0007405640588242385,3.549107291935979e-05,0.2185717175450199,2.8806750415525966,0.0,10.0,5.062705360579166,0.20072516477385877,-0.03132346758647047,0.0037121076043957067,0.003179212998368147,-0.002086328839377147,0.2185717175450199,2.8806750415525966,0,0.4275674914782121,3.008832172354555,0.4275674914782121,3.008832172354555
32.30000000000019,5.140551328402244,0.21296840407538886,0.000587848178343611,-5.689586788462043e-05,0.0007441131661161745,3.549468015439473e-05,0.2177395429798231,2.8793393411946377,0.0,10.0,5.152419971994997,0.20481359406563412,0.03611008589088249,0.0044282135033231595,0.0029136540657977235,-0.0016811399258733833,0.2177395429798231,2.8793393411946377,0,0.4269974330357961,3.0084967485829175,0.4269974330357961,3.0084967485829175
32.40000000000019,5.161848167147403,0.21326350056253487,0.0005980058510117987,-5.7035874383761195e-05,0.000747662634131614,3.5494594608179666e-05,0.21876565603299394,2.864843191846045,0.0,10.0,5.184783674170416,0.21855397736961182,0.02451613374502972,0.008344337947588994,0.001954779644218297,-0.0006231228392440818,0.21876565603299394,2.864843191846045,0,0.42788596086701897,3.0009336353478844,0.42788596086701897,3.0009336353478844
32.50000000000019,5.183174515507306,0.21355824748091196,0.0006082471787415118,-5.720104476921121e-05,0.000751212093592432,3.5501639365562255e-05,0.22103495419119285,2.843702698516233,0.0,10.0,5.223472564929336,0.21543846069067046,-0.009352653369947663,-0.011083912754100344,-0.0001786501636365014,-0.0009177924247539487,0.22103495419119285,2.843702698516233,0,0.4297673129181244,2.989552347000632,0.4297673129181244,2.989552347000632
32.60000000000019,5.204530338526654,0.2138526456163876,0.0006185698281891075,-5.740802720969049e-05,0.0007547622575289882,3.552366718938335e-05,0.21803065679849165,2.8482303812559313,0.0,10.0,5.154295570810563,0.20492925072621132,-0.04896030010953905,0.02059333338768348,0.0007699541892639759,0.0009208861364240388,0.21803065679849165,2.8482303812559313,0,0.4272306493067236,2.9929682640507016,0.4272306493067236,2.9929682640507016
32.700000000000195,5.225915601330004,0.21414669084908736,0.000628969816129229,-5.7598696540708304e-05,0.0007583146242479265,3.5529183575855585e-05,0.21816980741390826,2.85016905535727,0.0,10.0,5.223177048333068,0.20499929161935668,0.05190662303444918,0.006616379880918047,-0.0013224379514951447,0.0006999253261500296,0.21816980741390826,2.85016905535727,0,0.4277201930164454,2.993999224480236,0.4277201930164454,2.993999224480236
32.800000000000196,5.247330268625549,0.21444038703158855,0.0006394490033154012,-5.778536886891397e-05,0.0007618675426055121,3.553584234889681e-05,0.21727642496659594,2.8333062465527656,0.0,10.0,5.19934805552804,0.20986112197916224,-0.04629899011684017,-0.009164941655176716,0.0004457122483923589,-0.002455937589521116,0.21727642496659594,2.8333062465527656,0,0.4265820348214226,2.9859114320764015,0.4265820348214226,2.9859114320764015
32.9000000000002,5.268774305507676,0.2147337304111065,0.0006500079835953788,-5.799974090915536e-05,0.0007654211268404018,3.553900346505266e-05,0.21671379783441336,2.8212421773954603,0.0,10.0,5.317051961162763,0.21306201554721108,0.04251625310101712,0.010774153663443977,0.0023639557181346638,-0.0010602228684916109,0.21671379783441336,2.8212421773954603,0,0.42590778936533075,2.9801570379175604,0.42590778936533075,2.9801570379175604
33.0000000000002,5.290247676697912,0.21502672176511295,0.0006606441829887596,-5.8234585953735055e-05,0.000768975027186907,3.553992386709453e-05,0.21635722846319477,2.8365912119290364,0.0,10.0,5.319174615501002,0.20541705050463227,-0.08301670470353453,0.0005629264568522631,-0.0004806897070096665,0.000553139004562973,0.21635722846319477,2.8365912119290364,0,0.42636115076112613,2.9880972146258733,0.42636115076112613,2.9880972146258733
33.1000000000002,5.31175034699501,0.21531936545549818,0.000671355742407093,-5.8438903954833796e-05,0.0007725290195736165,3.5539912475966334e-05,0.2175173597404836,2.845618412177037,0.0,10.0,5.299216137942502,0.19391525813307875,0.034721996023410646,0.005676595489712904,-5.729886087674923e-05,0.00022735547310829638,0.2175173597404836,2.845618412177037,0,0.4280898923976993,2.992325237775316,0.4280898923976993,2.992325237775316
33.2000000000002,5.333282281629993,0.21561166254731584,0.0006821458979299485,-5.8628419687086606e-05,0.0007760830108212131,3.554664214128266e-05,0.21754053679962765,2.8438619038416095,0.0,10.0,5.328608885318915,0.21818646995464827,-0.014677700783206361,-0.0013112261035437462,0.0010604142149910189,-0.0016095232093941657,0.21754053679962765,2.8438619038416095,0,0.4283454304587232,2.99153427931029,0.4283454304587232,2.99153427931029
