BCNSHP,BOYSHP,CATCAM,CATLAM,COLOUR,COLPAT,NOBJNAM,OBJNAM,latitude,longitude
3,,,,"2,3,2",1,留棹庵島灯標,Ryutoan Shima Lt Beacon,38.6878889,139.6183111
3,,,,"2,3,2",1,由良港倉泉岩灯標,Yura Ko Kuraizumi Iwa Lt Beacon,38.7244021,139.6737074
,4,,,6,,酒田沖ＧＰＳ波浪観測灯浮標,Sakata Offing GPS Waves Observation Lt Buoy,38.9747222,139.6005556
1,,,,"1,3",1,新潟港東区日本海エル・エヌ・ジー導標（後標）,Niigata Ko Higashi Ku Nihonkai LNG Leading Mark(Rear),37.9996629,139.225887
,,,,,,,,37.9357879,139.0479451
,,,,,,,,37.9361048,139.0477141
,1,,,6,,,,37.9506944,139.0693056
