x [m],y [m]
-2042,1303
-1295,1640
-1108,1271
-407,1747
828,1660
1529,878
1481,143
1168,-36
869,86
877,182
457,616
401,578
645,254
533,298
-790,492
-1561,413
-1161,-49
-219,-94
53,-135
54,-121
11,-113
13,-99
112,-116
110,-129
67,-122
62,-136
233,-160
537,-560
530,-580
-1480,-800
