x [m],y [m]
-1000,-1100
-33,-124
-70,-104
-134,-108
-134,-90
3,-88
99,10
-36,9
-6,40
106,41
120,27
215,121
199,134
87,133
96,144
211,145
224,131
450,350
-100,950
-2050,-950
-3450,-750
-600,2000
1100,400
-500,-1200
