x [m],y [m]
-170,-270
0,-110
-150,-110
-150,-85
30,-85
130,10
-50,10
-50,50
160,50
180,75
180,95
79,130
110,185
180,170
220,250
220,260
290,325
380,330
30,730
-570,130
-870,420
30,1000
960,-100
530,-1100
