polygon_id,lat,lon
0,34.60838258,135.3932246
0,34.60488566,135.3951558
0,34.59044609,135.4252501
0,34.59284844,135.4255935
1,34.59284844,135.4255935
1,34.59044609,135.4252501
1,34.58443107,135.4410323
1,34.58732823,135.4400881
