polygon_id,lat,lon
0,35.02817104,138.5319241
0,35.02289956,138.5046299
0,35.02058,138.5061749
0,35.02542991,138.5317524
1,35.02289956,138.5046299
1,35.01920932,138.4987934
1,35.01717083,138.5008963
1,35.02058,138.5061749
2,35.01920932,138.4987934
2,34.99952522,138.4978922
2,34.99952522,138.5001238
2,35.01717083,138.5008963
