t [s],x_position_mid [m],u_velo [m/s],y_position_mid [m],vm_velo [m/s],psi [rad],r_angvelo [rad/s],true_wind_speed [m/s],true_wind_direction [rad],delta_rudder_p [rad],delta_rudder_s [rad],n_prop [rps],n_bt [rps],x_position_mid_hat [m],u_velo_hat [m/s],y_position_mid_hat [m],vm_velo_hat [m/s],psi_hat [rad],r_angvelo_hat [rad/s],true_wind_speed_hat [m/s],true_wind_direction_hat [rad],collision,apparent_wind_speed [m/s],apparent_wind_direction [rad],apparent_wind_speed_hat [m/s],apparent_wind_direction_hat [rad]
0.9999999999999999,0.10807286380475149,0.11784549969187781,-0.00027048137136758874,-0.0006391696071897283,0.0004531210911366676,0.0009905227338642196,0.2025409040176048,3.1458363957031987,0.0,0.0,10.0,0.0,0.09650330291645634,0.09912910965851912,0.034498905007440406,0.000297149145273342,0.0012608074016864515,-0.0019809731400735847,0.2025409040176048,3.1458363957031987,0,0.3203849743788082,-3.1411913102792064,0.3203849743788082,-3.1411913102792064
1.0999999999999999,0.11985744152626691,0.1196017399488118,-0.0003290584975670221,-0.0007054204698966271,0.0005521733645230895,0.0010846084092388495,0.20272443877481586,3.1408299671597595,0.0,0.0,10.0,0.0,0.15576835351951382,0.10389670802843258,0.010256727162703063,0.009850351898016023,-0.0015288176578182131,0.0012750654263435361,0.20272443877481586,3.1408299671597595,0,0.3223274689751451,3.138577161043777,0.3223274689751451,3.138577161043777
1.2,0.1318176526492844,0.1213527966265111,-0.0003929964446232691,-0.0007721371489857224,0.0006606342054469745,0.0011777953623952919,0.2013993534997004,3.141378191277348,0.0,0.0,10.0,0.0,0.14181200695330715,0.13452229518450495,0.0046518542913068115,-0.0076684658311296705,0.0016657612517020346,0.0011822591335000749,0.2013993534997004,3.141378191277348,0,0.3227534663786413,3.1386542425020725,0.3227534663786413,3.1386542425020725
1.3,0.1439529806738072,0.12309865131487158,-0.0004621931624176991,-0.0008393152014190646,0.0007784137416865037,0.001270073553752878,0.20271357554819222,3.133698689371069,0.0,0.0,10.0,0.0,0.18405391979869262,0.1247877019705657,0.006817615017352513,0.009198726064777746,-0.00014619378373919017,0.00037852763311083256,0.20271357554819222,3.133698689371069,0,0.3258149564842311,3.1336208604976474,0.3258149564842311,3.1336208604976474
1.4000000000000001,0.1562629074092909,0.12483931380026374,-0.0005365424899224064,-0.0009069751610460588,0.0009054210970617916,0.0013614574477893281,0.2033288014966833,3.132633549482814,0.0,0.0,10.0,0.0,0.15767297297376767,0.12079023388112399,-0.009768163319868947,0.007718502193527436,0.0043277171143986425,-0.0010465468141923435,0.2033288014966833,3.132633549482814,0,0.328171148559159,3.132717031909055,0.328171148559159,3.132717031909055
1.5000000000000002,0.16874691579166637,0.1265747712360583,-0.0006159367555493005,-0.0009751102200884701,0.0010415668418407244,0.0014519364571478042,0.20516980378370492,3.142014283746358,0.0,0.0,10.0,0.0,0.20491581257496522,0.12836351137440835,-0.022664801097572327,-0.0029824678961601517,-0.0005776685636528357,-0.001465684875898202,0.20516980378370492,3.142014283746358,0,0.3317463669241923,3.1382699208087876,0.3317463669241923,3.1382699208087876
1.6000000000000003,0.18140448761369699,0.12830502368766689,-0.0007002641185756023,-0.0010437065760357338,0.001186760487555505,0.0015414943340898658,0.20506754941477653,3.1453029294949273,0.0,0.0,10.0,0.0,0.17296714028597704,0.130201833983887,-0.04713365715771564,0.009516623010284175,0.000910097062995296,0.001612243180075996,0.20506754941477653,3.1453029294949273,0,0.3333723354609642,3.1400141896165543,0.3333723354609642,3.1400141896165543
1.7000000000000004,0.19423510481016548,0.1300300505930009,-0.0007894079730088266,-0.0011127798526764426,0.0013409099209644915,0.001630143553833966,0.20593198243646335,3.138139322997975,0.0,0.0,10.0,0.0,0.2720777603180623,0.14251581645723385,0.03616436330024625,0.0004010717771304631,9.999388361133497e-05,0.0025034590634225628,0.20593198243646335,3.138139322997975,0,0.3359662300080652,3.135341795580288,0.3359662300080652,3.135341795580288
1.8000000000000005,0.20723824739321922,0.1317498503218374,-0.0008832500049740767,-0.0011823524997213676,0.001503924276347888,0.001717903743577632,0.2050356862688895,3.1411010621722015,0.0,0.0,10.0,0.0,0.21428722939590786,0.14410379517715433,0.012347486934177792,0.0003109605555920011,0.003925251218596761,0.0015156093881133702,0.2050356862688895,3.1411010621722015,0,0.33678888872328244,3.136867111463871,0.33678888872328244,3.136867111463871
1.9000000000000006,0.22041339534268845,0.1334644045800851,-0.0009816709488735147,-0.0012524105110747548,0.0016757146507056513,0.001804760799703617,0.2043806361268164,3.1346230329247713,0.0,0.0,10.0,0.0,0.2641469019212365,0.13378318451351182,-0.018191832909198565,-0.02082700271553631,-0.00014558761101853652,0.002350451031638247,0.2043806361268164,3.1346230329247713,0,0.3378508947940362,3.1326556702316775,0.3378508947940362,3.1326556702316775
2.0000000000000004,0.2337600269303342,0.13517370786986727,-0.0010845470087979233,-0.0013229729383338537,0.001856190730676013,0.0018907327145141679,0.2050882161030382,3.1557472731392497,0.0,0.0,10.0,0.0,0.21287072802170331,0.14015637144899068,0.03779418235956803,-0.02417967316900781,0.005889977702214548,-9.145080971360246e-05,0.2050882161030382,3.1557472731392497,0,0.3402485276124966,-3.1380680864206654,0.3402485276124966,-3.1380680864206654
2.1000000000000005,0.24727761999952488,0.1368777623525977,-0.001191753270770164,-0.0013939978285582436,0.00204526400212743,0.001975780634118047,0.2036961123004652,3.1676006610741667,0.0,0.0,10.0,0.0,0.25970003443407463,0.14903289203722153,0.018339950330408812,0.0016358115479510845,0.0018261158837769487,0.0006229670728269355,0.2036961123004652,3.1676006610741667,0,0.340533245008658,-3.1313536718984416,0.340533245008658,-3.1313536718984416
2.2000000000000006,0.2609656527152521,0.13857654956899296,-0.0013031576655787316,-0.0014655048776445404,0.0022428420655392347,0.002059925052188927,0.2044096216976723,3.1432081230603264,0.0,0.0,10.0,0.0,0.2554477993505321,0.1463869148350624,-0.03585377001902548,0.006954476799575625,0.003954778323882355,0.0021948699350789196,0.2044096216976723,3.1432081230603264,0,0.34298983383058845,3.1369460097478177,0.34298983383058845,3.1369460097478177
2.3000000000000007,0.2748236015071275,0.1402700714232745,-0.0014186272793344518,-0.0015375508641675825,0.0024488345707581274,0.0021432214018019505,0.20421843297400566,3.1502488990116486,0.0,0.0,10.0,0.0,0.29411073421094386,0.13777599697793885,0.06044555122528763,0.013704540871019334,0.004206483008644716,0.00458826161874616,0.20421843297400566,3.1502488990116486,0,0.34448467566779245,3.1408091896654438,0.34448467566779245,3.1408091896654438
2.400000000000001,0.2888509431113573,0.14195831896219335,-0.0015380321190499343,-0.001610089862478607,0.0026631567109383224,0.0022256292524347066,0.20581031454104018,3.1327247118959574,0.0,0.0,10.0,0.0,0.365233615382934,0.12751720576745607,0.004835486959803842,-0.012680203445637112,0.003773635706994952,0.003000591478111329,0.20581031454104018,3.1327247118959574,0,0.347777762511329,3.130138950155132,0.347777762511329,3.130138950155132
2.500000000000001,0.30304715345797667,0.1436412945467033,-0.001661234854034896,-0.0016831592706609355,0.002885719636181793,0.002307187523079366,0.20610142534542847,3.096266692258354,0.0,0.0,10.0,0.0,0.32728839675085813,0.14619403974290968,-0.06326146310713165,0.013468695008563857,0.002623949780686281,0.0009848870211368816,0.20610142534542847,3.096266692258354,0,0.3496962121876206,3.10836969244482,0.3496962121876206,3.10836969244482
