,latitude,longitude
0,34.45311308979854,136.8840877987753
1,34.46310978047143,136.8737340053038
2,34.47401530646782,136.8799963110202
3,34.47585733433606,136.8889994148003
4,34.48918457827063,136.9081259712586
5,34.50528846422304,136.9106913658528
6,34.51932332564332,136.9058914994541
7,34.54563789520636,136.9193227370814
8,34.54353413060179,136.9082665299138
9,34.53336625241992,136.886412556492
10,34.5296737564126,136.869861383219
11,34.52373032701652,136.8563422121474
12,34.51909526540138,136.8357713159968
13,34.51002284045186,136.8100395579558
14,34.50747236378378,136.7979867575344
15,34.50996904980058,136.7894170828704
16,34.5103443422354,136.7720541355063
17,34.5242541336828,136.755140513573
18,34.5381964557997,136.7338921693023
19,34.54590888051889,136.7181432350397
20,34.5451807059938,136.713772926811
21,34.54532760444849,136.7023596653784
22,34.54719868591079,136.6944095184578
23,34.55121588037519,136.6897722363304
24,34.55752010014862,136.6697033531877
25,34.56616887000192,136.6633143104003
26,34.57466990145787,136.654760283739
27,34.59058731749839,136.6449060641886
28,34.59291566087129,136.6367816030671
29,34.59826929415033,136.6300594265129
30,34.59978128311515,136.616791801689
31,34.60249396028159,136.5993583812463
32,34.60485498078269,136.5827302585798
33,34.61674016618425,136.5611589234089
34,34.61486854856238,136.5543223277535
35,34.60710924479734,136.5484547565651
36,34.61103669062572,136.5418440657335
37,34.6089953068821,136.538663646265
38,34.60967652189364,136.5367190428639
39,34.60876728245124,136.5297533408947
40,34.61159274201247,136.5244243547401
41,34.61091348497753,136.5213411611394
42,34.61191668419723,136.5186977698202
43,34.61333780145979,136.5180489807212
44,34.613795858591,136.5243115773135
45,34.61350753198109,136.5296735776059
46,34.61630757524077,136.5317787689493
47,34.61597460419845,136.5381441300982
48,34.62273471224253,136.5396109740462
49,34.62157613999231,136.5446276625944
50,34.62875074583596,136.5575119588277
51,34.64216776366057,136.5504241179034
52,34.65410628438457,136.5499084362746
53,34.67468162784741,136.5572661798262
54,34.68001798362597,136.5484653012979
55,34.6833570229897,136.5310576401933
56,34.69394703518962,136.521669344383
57,34.70304087038357,136.5222413357309
58,34.70724643324454,136.5238648191726
59,34.70687440628414,136.5286228301585
60,34.70920183442892,136.5289585474884
61,34.71113494927626,136.5286073543085
62,34.71263955757492,136.5254234315516
63,34.71344523169335,136.5248331498989
64,34.72194502221399,136.5273609298569
65,34.72737780201772,136.5290472734842
66,34.73110193327418,136.5304530826725
67,34.74501633535358,136.5316823535431
68,34.75514847070092,136.5350707849103
69,34.76266360251414,136.5392528739372
70,34.76301128806988,136.5426714077996
71,34.76778152214971,136.5413642980721
72,34.77573175347166,136.5462164945834
73,34.7887667414977,136.5561236700839
74,34.8006899184541,136.5667539721403
75,34.80752384372028,136.5735421792943
76,34.81413752032292,136.5796753863088
77,34.82102767429915,136.586084970347
78,34.82509902166317,136.5900611984851
79,34.8259926739301,136.59128381268
80,34.82482488154029,136.5930736158008
81,34.82604000176715,136.5972781607776
82,34.82645765138609,136.5967792023895
83,34.82895304062546,136.5981061482515
84,34.82999181153618,136.5972657808797
85,34.83017808195562,136.5960081814065
86,34.8303809696067,136.595467083468
87,34.83063294220096,136.5949428392313
88,34.831221780117,136.5949628539007
89,34.8318062146393,136.5951624078672
90,34.83613998093634,136.5990011485205
91,34.83726626395433,136.59991386497
92,34.83834836899798,136.6008158622794
93,34.83934194206061,136.601760273974
94,34.84062063987734,136.6029620283587
95,34.8401351297026,136.6047395389245
96,34.84315994123226,136.6077769528529
97,34.84436840255496,136.6072697885004
98,34.84467742555958,136.6068886370334
99,34.84809821288202,136.6103987260438
100,34.85146254201833,136.6140643164423
101,34.85541683927391,136.6162235245201
102,34.86140237385973,136.6216520939781
103,34.8683565714782,136.6263836755169
104,34.87616653133053,136.6304182118062
105,34.8757001612717,136.6314469114634
106,34.87791102674862,136.6330758729867
