x [m],y [m]
579.5337625,-916.4921222
581.4609459,-917.6321714
575.7023505,-922.7385279
558.987855,-908.019351
565.0151716,-902.2001744
566.9608682,-904.0443939
579.450997,-891.4767959
575.2121833,-886.6007692
561.3183316,-899.3515543
563.421555,-900.627252
557.6722102,-906.0857017
540.948461,-891.0144357
546.4383517,-886.6208776
548.7268716,-888.3843092
564.4228705,-875.297395
559.4011354,-870.1630322
543.9089975,-882.2571987
545.6786536,-883.9657703
539.9015333,-888.3679717
530.4973046,-880.5465738
554.5695276,-858.0461343
576.771187,-797.1942181
583.8082866,-796.982489
583.2191836,-823.7799501
586.3926116,-823.1206856
588.3946253,-798.6767971
604.2153574,-797.9893814
600.7118227,-841.8584926
607.577537,-840.5948307
611.4145147,-800.6621776
638.803061,-801.5295249
639.1079679,-832.810332
645.6678747,-833.0358124
645.5065798,-801.7506872
677.9539461,-804.7914913
679.758363,-895.2947591
685.9476727,-894.5447771
686.881112,-806.4961738
1002.268473,-829.2163856
1018.886077,-817.3001289
1039.746513,-833.3748796
1078.77253,-806.7608393
1060.316673,-782.6503237
1106.060349,-742.5854378
1196.579073,-516.2531505
987.9794575,-433.234317
980.1962532,-443.3346643
892.756648,-672.0428533
871.2187523,-693.6211033
721.2733739,-676.8481869
715.4463737,-647.6360932
788.6399767,-459.8070937
601.806899,-383.6770061
458.809608,-748.38212
438.721567,-764.9840488
337.3423022,-654.7842212
346.1731182,-632.0373525
391.7588242,-644.9716124
409.5443662,-631.53971
428.6495013,-638.7873577
439.6761823,-616.4677696
429.5539465,-608.6678931
430.1334641,-596.8108713
369.0564226,-571.9392972
424.3537455,-428.2701014
340.7498884,-358.9020599
81.76069751,-688.6233927
92.91993999,-720.564364
39.4274661,-937.2595836
205.3609803,-1088.572137
157.5958545,-1139.270426
-38.24686875,-961.2338118
-50.08387276,-966.9462329
-91.42229293,-1137.466861
-227.2484163,-1395.469775
-237.191172,-1437.136303
-259.8368083,-1450.503495
-359.6768045,-1567.323509
-398.620343,-1525.016077
-319.1744535,-1439.39498
-318.3589053,-1428.870098
-153.3623586,-1099.515437
-96.05688201,-864.9465796
-67.32434373,-870.9876679
-57.57962258,-811.9193997
-45.33521259,-815.1448201
-49.92848867,-743.1886848
-36.60155085,-661.8130039
-44.90698684,-631.2659834
-27.40292326,-597.2637486
-23.40843283,-572.0546896
-31.94064784,-538.3430358
-18.42665162,-535.1876323
-8.366276386,-474.9815413
-13.81436498,-473.3132425
-15.62149569,-481.1198388
-25.7487654,-480.790495
-27.49152274,-499.8005778
-71.59545529,-492.953551
-78.16026025,-495.8292563
-80.72352702,-422.3310489
-72.10122752,-408.0469694
-46.00015977,-410.2209938
1.69927822,-405.1201435
2.172406076,-392.4909408
-74.89418175,-394.7408792
-89.94672675,-407.1748252
-138.7323595,-356.7039732
-119.9594393,-340.3523005
-33.00129092,-328.3608075
-35.27087732,-318.5626593
-123.03535,-334.877406
-144.9122555,-351.2520804
-172.6009025,-318.187445
-99.9372348,-263.213564
-89.94043389,-278.2761211
-101.8564005,-286.457647
-100.4900873,-293.604958
-56.31572291,-280.1531699
-76.38294578,-240.6570579
-141.3969822,-279.3322232
-177.2426749,-312.195903
-216.461899,-270.2462303
-179.9627611,-234.8961287
-101.6759204,-201.3887035
-109.0462611,-193.2945415
-186.763338,-227.7010171
-206.5788906,-247.0441641
-243.9386861,-176.2844175
-122.6312741,-139.0146891
-128.1668779,-128.5395694
-247.5886739,-164.2725577
-345.8719681,-129.2462762
-362.1552452,-110.1444781
-329.2064678,-108.1654248
-334.5196857,-97.4017125
-367.6075266,-100.6535227
-384.9093934,-71.22243719
-354.0315358,-70.29239964
-359.2058109,-60.44067257
-390.8805369,-61.67661963
-410.6747847,-31.47485031
-380.788437,-32.19560337
-380.9777372,-21.70038209
-415.0476299,-22.5856357
-416.4083635,-1.413327688
-417.5759323,-2.928494199
-403.6761658,17.2939667
-394.6051929,15.59385521
-397.70077,2.110155114
-385.1135703,-1.034521081
-383.9042019,2.173328287
-164.1589043,-45.26397614
-160.5167931,-32.89152077
-29.74259785,-34.31030554
-30.0028563,-48.48375316
12.68345856,-49.52438877
13.22625745,-36.25862687
145.5007204,-37.9150836
146.001591,-28.52675702
12.95346329,-26.96404931
13.49601603,-18.06777763
30.09519426,-18.55474933
30.39686829,-9.24287339
-44.83001635,-8.195165416
-45.28455857,-17.15927368
-52.36394201,-25.61807009
-162.6056836,-24.49732059
-173.5713511,-21.79704766
-171.0456118,-7.41439306
-373.8532987,38.70078569
-372.9591707,38.58676358
-406.5900996,91.06530485
-400.8311603,96.1721077
-394.7025193,87.19477388
-385.8533816,93.94512616
-509.6988233,285.8580643
-514.6794197,281.7613252
-506.8413492,272.2716046
-511.5347074,268.1835202
-507.5785515,264.2150268
-514.3149845,260.2063541
-557.2196476,324.316613
-459.5132362,385.7557542
-449.2988776,372.2498655
-454.0107128,368.8659984
-450.930063,366.4920832
-426.4305756,381.5368418
-431.2437093,386.3957624
-435.6869494,381.5399662
-438.9436334,384.0495375
-449.7386421,376.9585932
-456.497096,388.0313925
-412.8768068,418.2408345
-318.333957,371.2606359
-321.8232351,360.7249525
-378.5686289,385.9383374
-380.718517,382.4202096
-283.2662086,336.3028659
-281.565666,340.5122148
-317.9596701,358.0926933
-313.4326538,368.5186702
-244.610055,337.6782958
-248.5996962,326.493286
-225.2744001,315.0736008
-228.1085249,331.0569953
0.803269516,221.2392485
119.9317233,249.491661
257.4405027,249.8945643
270.3050134,311.7370752
399.2222285,284.6062233
399.9877051,229.164468
297.9430931,230.1818421
299.7954496,218.7499574
355.8744418,218.8868007
410.6236961,218.2082728
410.0576882,278.0960027
545.8700668,286.1281028
1270.589904,1457.260586
958.3749483,1641.205761
1195.729062,2035.695901
711.6735927,2329.791078
-4.071160174,1314.488293
-377.3157177,1082.025743
-472.1502125,1125.496232
-699.6835955,945.4970184
-1141.367898,654.1482992
-1590.974174,595.9001681
