x [m],y [m]
-4816.989053,-4600
3200,-4600
3200,5534.971171
3084.394708,5534.971171
3147.377626,4571.950155
3126.10811,4507.058137
2983.023221,4449.418247
2965.990756,4887.743798
2955.308188,4978.844822
1364.068425,5391.827905
1251.396133,4814.93721
952.321271,4863.263027
542.9986222,5115.760963
101.568055,2955.905239
880.9409966,3001.093106
1075.270564,3964.778971
1993.77536,3838.187134
1930.895565,3361.478283
1872.767344,3365.462947
1813.883623,2956.642614
1860.98982,2951.014024
1706.129573,1852.855008
2093.65271,1719.361333
2041.900592,1356.589269
2433.526187,1232.920452
2770.251757,1710.89161
2756.772513,1725.740836
2787.175376,1766.693029
2922.953186,1702.578126
2919.581241,1668.408224
2894.443709,1601.543841
2809.771935,1490.718359
2852.664044,1380.5518
2792.908837,1244.034572
2754.366558,1257.975328
2689.066594,1110.766423
2580.388511,1162.099791
2565.153745,1141.579245
2661.969423,1103.894924
2632.89561,1025.283282
2660.489178,1009.644181
2634.084115,931.404129
2585.786442,945.2517292
2557.903995,858.4211586
2662.931873,821.9755048
2642.078175,754.2838353
2068.162806,943.1033962
2072.02511,964.7311364
1896.937999,1028.686996
1843.163025,1022.105667
1804.057753,982.6312902
1779.975992,1012.823726
1746.210147,1003.567801
1731.402231,1065.901762
1454.524797,1154.074473
1453.611341,1189.072826
1330.479402,1224.149568
1316.788701,1202.482863
1281.057146,1216.828209
644.831317,1693.9419
-238.0066157,2349.272038
-3452.288636,-707.0257474
-2018.406566,-896.2281531
-63.85051459,972.9792279
503.4725868,419.6947738
505.3221284,416.9518161
445.0997471,354.4592936
437.0336748,362.1212331
438.5500549,363.7495517
431.7348108,369.1821523
318.4915236,367.8293366
308.9481626,358.4728403
309.1899341,357.4630438
421.7235915,358.5814818
422.9368618,359.9089232
437.6714518,345.3733494
343.4190774,249.6860619
330.8403934,261.1543921
331.606239,262.8001178
328.5585487,265.602131
215.2566183,264.5834615
210.7931206,260.1054531
210.7907187,258.0452506
236.5040587,258.2080621
236.4719727,241.2793147
191.7661139,240.6285149
186.5428515,235.6488898
186.6218208,234.2202269
299.9150551,234.7056372
320.7761807,254.9799671
334.0988027,240.8143938
223.828007,130.654604
214.2240719,138.1018931
215.4828155,140.2120706
210.9743573,144.6381254
96.45305882,143.8326507
86.6586201,133.00187
199.3347382,133.7931382
199.9860931,134.7627148
202.4294036,134.5543508
214.8361225,120.5981316
118.8161445,26.45819549
106.0313287,39.07593279
106.9122111,40.26261848
105.8537002,41.20057766
-6.171017994,39.84274263
-11.8484688,34.05163848
-11.73951217,32.4484889
-10.5677354,32.49204229
-26.07253787,16.94633957
-28.47608233,17.20821825
-35.58412595,9.489855463
77.75060249,10.24891893
95.14104289,28.51888445
100.0704935,28.37481824
110.2363202,17.7703493
-28.43949719,-119.4358528
-33.41864308,-114.5081797
-31.71371001,-112.4109153
-34.6253428,-109.6407034
-36.51572398,-111.9877969
-47.54035917,-100.898062
-46.77207305,-99.86305626
-48.64663738,-98.16711391
-19.17848397,-97.58089037
-18.72427783,-94.09853071
-22.50407431,-94.03287777
-22.49603381,-95.87941041
-39.45569921,-96.28491947
-39.04682162,-94.29118358
-42.53203351,-94.45803946
-43.05978728,-96.19746768
-58.96285412,-95.39449802
-58.97510826,-88.82579712
-93.01325417,-89.38255292
-93.49004599,-96.21098253
-109.4934904,-95.94241113
-109.0019751,-94.46669845
-112.9340894,-94.60627312
-113.1972551,-96.40371669
-130.1000277,-96.53316418
-130.0118437,-94.77189778
-133.3949155,-95.00073339
-133.276703,-98.75577199
-93.17908381,-98.8774434
-93.4495398,-104.1845378
-67.86092037,-104.0813735
-44.48954983,-115.0087133
-31.72999292,-124.1756715
-193.9917657,-288.6288023
-205.7324195,-277.7825415
-204.362989,-276.0451422
-213.2422223,-274.4222313
-210.8074991,-283.1766169
-209.3479714,-281.8243898
-197.705794,-293.5247531
-276.2689308,-375.4777421
-288.4687408,-363.5156756
-292.8476938,-367.1430788
-279.7589849,-379.7649745
-329.6950332,-433.4525085
-327.8832184,-430.1060549
-353.0809514,-411.4017908
-988.1382953,-1089.036977
-235.8071035,-1261.250328
74.29421089,-929.1667748
581.2778047,-1339.682339
1207.738179,-812.0443874
1082.237573,-684.7034467
1222.934479,-554.4361576
1340.503286,-666.0637595
1881.96607,-94.8448893
2582.789581,-316.8390646
2529.55276,-507.1843399
2123.992098,-440.8434015
1825.453677,-1231.548784
1872.261855,-1319.989125
1825.428404,-1383.065195
1723.287749,-1375.748441
1165.673631,-1856.650415
1771.092241,-2174.029911
1820.256635,-2410.91085
874.0914075,-2124.2913
911.5641769,-2548.036197
1858.625953,-2879.467118
1857.348015,-2947.020706
1785.109925,-2952.075042
