x [m],y [m]
1569.807561,-3242.018132
1412.567998,-3203.488667
1184.436451,-3444.883165
1119.091977,-3401.221586
1425.943458,-3047.212935
1394.02718,-2945.332118
740.1852616,-2680.022974
333.3706311,-2035.810459
223.008104,-2105.423583
-68.30155424,-1634.965298
-1280.320413,-1390.414466
-2178.550369,-2317.338316
-1256.012065,-2635.547455
-1215.908108,-2489.286703
-167.5564968,-2822.559226
-301.1631747,-3285.654656
-1203.794529,-3026.22991
-1237.584668,-3177.177405
-606.9499397,-3684.322732
679.1829982,-4164.900281
15.4542396,-4268.529885
-921.4332095,-4061.866238
-2589.188681,-2829.427751
-2650.068084,-2911.139058
-2955.397019,-2684.493549
-2892.143555,-2600.808022
-3023.116594,-2508.983946
-3145.363067,-2597.868446
-4208.254441,-1810.130226
-4712.358471,-2186.275343
-4711.034576,-2280.116608
-4729.006671,-2300.957838
-4810.346072,-2272.27056
-5008.628961,-2410.995469
-4801.398727,-2559.978774
-4606.364249,-2560.552174
-4572.817526,-2597.770446
-4519.547773,-2578.635924
-4454.213366,-2622.29003
-4456.12062,-2694.081679
-3987.275309,-3037.261719
-3788.181463,-3131.215935
-3819.909326,-3163.98839
-3624.251677,-3262.726497
-3648.893689,-3285.95123
-3540.255331,-3337.25511
-2952.361103,-2864.576053
-3017.546467,-2774.672505
-2966.087516,-2705.342762
-2663.198187,-2922.842774
-3132.938002,-3559.06457
-3125.295088,-3591.585229
-2869.96338,-3619.757083
-2502.309839,-3213.31803
-2035.411399,-3552.56192
-2168.387888,-3725.094578
-2442.250231,-3675.832863
-2554.162312,-3819.994146
-2407.201385,-3865.562943
-2497.274614,-3967.258562
-2590.131735,-3935.972383
-2606.141043,-3960.761577
-2519.320376,-3978.848438
-2598.512166,-4069.108595
-2692.198826,-4014.234194
-2705.402106,-4048.44088
-2610.16919,-4084.81193
-2697.997367,-4183.33046
-2790.07157,-4149.304122
-2797.306775,-4175.624349
-2716.739255,-4198.756682
-2747.630032,-4236.994096
-2646.802437,-4377.849579
-2734.348141,-4449.592073
-2712.94601,-4480.148022
-2789.67438,-4530.720289
-2869.890902,-4510.339492
-3423.554036,-3754.768808
-3797.416902,-4024.57626
-4557.455042,-3458.047744
-5000.821191,-3627.411881
-4816.989053,-4600
