,x [m],y [m]
602,3932.995643,2009.526775
603,3760.917238,2076.95502
604,3660.429529,2116.440347
605,3592.544578,2143.090226
606,3550.05368,2090.248428
607,3512.754847,2101.9887
608,3515.606661,2174.368525
609,3422.845508,2210.619457
610,3280.117776,2265.452602
611,3174.935305,2306.785567
612,3117.081187,2329.538508
613,3038.615264,2360.004229
614,2924.915299,2404.113268
615,2824.333138,2443.317251
616,2858.030697,2527.859716
617,2903.171769,2645.846867
618,2919.674102,2687.566044
619,2903.541953,2693.989506
620,2890.476483,2655.597862
621,2832.729855,2505.473866
622,2793.58208,2408.12082
623,2773.694773,2352.247485
624,2791.118977,2346.510902
625,2807.458465,2387.132421
626,2817.026971,2409.77778
627,2820.165901,2410.911675
628,2845.834363,2400.863365
629,2892.329096,2381.944113
630,2901.838428,2379.171298
631,2888.287165,2344.221664
632,2874.154482,2307.702637
633,2849.07961,2241.835053
634,2842.716253,2227.36886
635,2758.204108,2260.44288
636,2777.827585,2311.438119
637,2760.700388,2319.366511
638,2753.983852,2303.253582
639,2718.950139,2216.36021
640,2701.545773,2173.188024
641,2667.2063,2084.430647
642,2664.21063,2079.265449
643,2579.034683,2113.626848
644,2548.649375,2125.764789
3,2544.862078,2115.938119
4,2633.326264,2080.471476
5,2659.25103,2068.866945
6,2659.231415,2063.738269
7,2597.555517,1906.988109
8,2529.247085,1733.028132
9,2489.791691,1746.980829
10,2461.968346,1758.938556
11,2455.003172,1742.522982
12,2455.283103,1739.561959
13,2464.20071,1735.923727
14,2439.843441,1673.848579
15,2436.316694,1673.151549
16,2413.056345,1682.144696
17,2399.695328,1687.30144
18,2425.002701,1752.742861
19,2429.745923,1763.722405
20,2430.235701,1768.800106
21,2413.646318,1775.151536
33,3048.484804,3423.827027
34,2126.585458,3268.781559
35,1523.435016,3167.339116
36,1525.409806,3140.577304
37,1511.872957,3109.019889
38,1415.988089,2887.975488
39,1408.361225,2885.817781
40,1396.474543,2882.283724
41,1381.719265,2878.849464
42,1357.10659,2876.492631
43,1308.898897,2876.862517
44,1261.713648,2882.568048
45,1221.688499,2886.888669
46,1200.19273,2886.768254
47,1171.006314,2886.872293
48,1155.693268,2885.21548
49,1138.333743,2885.606076
50,1124.173158,2885.677265
51,1101.472058,2885.80952
52,1082.704988,2890.726091
53,1059.708318,2893.968169
54,1058.804233,2896.361698
55,1036.999822,2900.357804
56,1011.4882,2903.311554
57,996.2767566,2904.228049
58,991.3036666,2903.706152
59,978.4481059,2906.126765
60,966.9191129,2908.03418
61,952.057306,2912.130033
62,924.922245,2918.708546
63,900.7337265,2921.171424
64,890.5616653,2921.98972
65,874.9969958,2920.356325
66,865.1516382,2918.066244
67,860.4000008,2921.337348
68,858.5279083,2921.140886
69,855.16549,2923.302703
70,843.8591451,2929.002375
71,839.2379818,2931.032101
72,835.296838,2932.502485
73,828.7065904,2935.556221
74,827.4478457,2935.424127
75,826.5730775,2937.847008
76,824.8305428,2936.407257
77,822.0826708,2938.632668
78,815.4600442,2941.707444
79,806.221737,2945.739283
80,803.6045278,2946.721521
81,802.345783,2946.589428
82,800.8256176,2948.944585
83,799.5978164,2948.815739
84,796.9154166,2950.418225
85,793.0394624,2951.268371
86,789.6797705,2953.404248
87,779.5547406,2953.775071
88,712.2529805,2982.253887
89,697.8202374,2974.581548
90,674.510556,2987.594682
