,x [m],y [m]
0,1396.571434,4995.906281
1,1398.969541,4981.604392
2,1401.098928,4961.221546
3,1402.721361,4944.228646
4,1408.726396,4932.586511
5,1415.844755,4921.146463
6,1420.094511,4905.151253
7,1419.535606,4889.901587
8,1417.113293,4869.600444
9,1418.887374,4842.120062
10,1419.272782,4789.680775
11,1419.366221,4769.645719
12,1419.541064,4734.011124
13,1418.363504,4719.575746
14,1415.261926,4697.223089
15,1411.18144,4684.674138
16,1404.330209,4667.900078
17,1396.129024,4647.055397
18,1393.265092,4635.380706
19,1384.518651,4590.382083
20,1378.600031,4552.317496
21,1377.698765,4528.188308
22,1376.624238,4495.964137
23,1377.395861,4482.632556
24,1376.755135,4471.675162
25,1365.887256,4383.028246
26,1363.446231,4353.452274
27,1363.734389,4337.010009
28,1361.891105,4309.121485
29,1358.22467,4280.797809
30,1357.703529,4252.298685
31,1357.116329,4241.675958
32,1357.005513,4215.675903
33,1356.647948,4195.052871
34,1347.847968,4138.225594
35,1344.847291,4128.007977
36,1343.234355,4110.767064
37,1330.356883,3979.358588
38,1329.582481,3965.203751
39,1328.847177,3942.141823
40,1326.470809,3903.997756
41,1309.252119,3785.662745
42,1307.423517,3778.355882
43,1305.54746,3770.898944
44,1301.06274,3753.415575
45,1292.873376,3721.168404
46,1288.445879,3699.396572
47,1280.210391,3625.740173
48,1272.386739,3554.581485
49,1272.13168,3539.284782
50,1271.035905,3518.402717
51,1271.645771,3504.033585
52,1271.496518,3486.940519
53,1273.070222,3464.989651
54,1273.874311,3447.373438
55,1270.073551,3420.506463
56,1263.016103,3393.083305
57,1257.738156,3352.17029
58,1255.419012,3337.194248
59,1249.714854,3316.337444
60,1244.229916,3294.729313
61,1238.226453,3274.262922
62,1235.319182,3248.664296
63,1232.278894,3226.708073
64,1229.261068,3202.562468
65,1228.715409,3178.408589
66,1224.817504,3114.451374
67,1222.637522,3093.393076
68,1218.331894,3058.764688
69,1212.82132,3034.662027
70,1196.043047,2939.807908
71,1190.943865,2913.860454
72,1184.203783,2865.678295
73,1176.232319,2788.764011
74,1174.924451,2776.129913
75,1174.450232,2761.585652
