,x [m],y [m]
0,747.4619690281727,4976.733116252834
1,715.1377328309316,4922.309287912086
2,665.3901949437522,4840.5065703196
3,628.6824904693116,4766.241299549991
4,606.5096582347412,4721.471486388374
5,582.7973991983523,4673.494739689473
6,537.6644027827862,4584.636139851027
7,501.7612873139301,4501.907036052364
8,468.56252140749234,4430.55897668023
9,450.7216103111256,4389.252782132792
10,439.629569957772,4358.203868555821
11,423.54548630883977,4308.337922590901
12,411.91468067187327,4275.579899156854
13,407.58042621942633,4263.3730249959945
14,391.0509388150402,4211.557049702225
15,374.7079593888061,4162.920109481074
16,365.99199863376964,4140.230350718434
17,346.98268987672634,4041.501496908668
18,320.4650529204794,3905.5487042988652
19,302.854495056512,3820.443080336218
20,287.47542662313043,3811.6314054083
21,283.2068566407523,3803.1629208418467
22,280.6281004051671,3793.8257187044264
23,350.92011890398084,3760.4817226035098
24,420.3478769851216,3727.9365476264456
25,404.9568730833357,3641.221106452618
26,333.20797585477453,3658.5173772623857
27,265.48436812257336,3677.7870263787067
28,236.65500533676018,3572.9796301343326
29,226.5953094389563,3574.456375467998
30,217.6454356613583,3574.706468140125
31,215.1669540455973,3572.0796133946033
32,205.1501175193545,3533.0511025280703
33,217.79603258288876,3526.7902406323606
34,185.12798813973487,3406.453832926346
35,164.36575761268614,3403.232483428021
36,158.7293837787688,3379.7548663026896
37,153.91366871760783,3368.6521571179965
38,147.87821641407746,3361.55994404798
39,141.51340321821021,3352.3992665790674
40,138.6080179515732,3344.8367808417415
41,132.53590019872692,3314.8746287801882
42,123.7561944378819,3270.1367938452745
43,115.13758612070515,3234.194412551294
44,122.35330351004748,3231.978245206525
45,127.76049278230872,3177.656196308728
46,135.36380884270608,3114.78587114101
47,147.23246768748436,3050.2907488364694
48,147.63756242099902,3031.442536170304
49,145.89767189602625,3026.8104606911406
50,139.02647565152492,3019.359718256833
51,131.93048970717842,3014.6468494273618
52,121.23845197883107,3011.0493932099494
53,104.70950681384862,3008.9863676950054
54,101.68794124273566,3007.287358996523
55,103.28711036021086,3001.0331234010328
56,78.35411264747763,3002.470850071566
57,77.75021576989707,2909.6190992032707
58,74.7219229342992,2758.3918166602098
59,71.8985327574439,2613.157176809493
60,70.9677540821623,2565.9207831436474
61,68.99493947354127,2393.860383345093
62,157.30787345635983,2390.3410926241904
63,226.5030406877074,2385.7015253151367
64,304.5509046195059,2383.1307645882466
65,298.30036252212636,2250.251008796324
66,293.5314705138886,2106.886378345503
67,203.66206707117485,2109.9030341282464
68,152.67635638583133,2113.5742586089805
69,111.91742685853183,2115.7963636515187
70,91.9458573467334,2116.519382383944
71,80.44264725857919,2118.4379111731637
72,63.992409372665456,2126.4067682244995
73,63.46995895026436,2097.3525060703982
74,63.029750405658625,2071.5217651190505
75,58.71722280241148,1920.8880876224378
76,72.95406254838512,1917.365092326626
77,142.32599375357242,1913.7405660528145
78,242.05706194237683,1911.332329326567
79,203.3532417470879,1808.2208514938218
80,163.07489391687645,1702.3508434825899
81,120.10857805705352,1589.7055402241792
82,106.80063423168417,1554.7932157691716
83,128.45205670731784,1530.7391265988106
84,113.07722788831329,1515.451354106464
85,220.3669790177751,1421.4555554761278
86,190.93262905052742,1309.5268120925605
87,165.8934646136917,1296.8455759940286
88,119.36540072074314,1310.5420206108388
89,140.55362627654,1195.8219400358462
90,150.61982611484723,1191.7712130924251
91,158.20198542872322,1192.2945880112259
92,81.69844916380936,1174.2462291799611
93,27.71351427800624,1188.0640371219183
94,-15.97487020208007,1199.1610772092336
95,-49.33187509181744,1207.5331188593582
96,-72.99418515376925,1211.5782732497833
97,-79.37589888739966,1193.6862257612243
98,-79.74800223821926,1192.6820687286768
99,-120.24585061274395,1098.6883292928148
100,-142.88486686189114,1046.9215783611273
101,-149.03157944404833,1027.5593879830476
102,-155.52895915553412,998.9641959340943
103,-162.23639792228187,950.9949014681085
104,-164.5370825091613,922.8882248112213
105,-168.51646456047192,869.9755466099022
106,-171.81142410699496,816.815842514336
107,-171.25415741335812,762.653131670004
108,-170.10610698396937,756.6321123888613
109,-167.88110485276798,752.445886669819
110,-158.74618752396285,744.6644518410471
111,-157.38796980853812,742.1743979425867
112,-160.71128855639745,726.7050232528206
113,-162.4344587927122,699.8495460974817
114,-162.00169507230035,675.269068651995
115,-103.93729442479344,657.0400432138632
116,-124.83374947867854,551.055441876124
117,-41.672005463228096,526.6213632863357
118,-44.254211427099506,450.2990741893673
119,-45.190780319172916,412.3864217381365
120,-49.13563652564165,361.8213158703219
121,-44.83346742632129,361.2033128945362
122,-50.563337351125405,356.1631462398956
123,-50.9980563054607,339.1351656687631
124,-51.44304571343528,321.0082136327798
125,-57.64121005802483,45.64959806882424
126,-218.13693582727143,-33.503738160441294
127,-219.84208085083145,-31.32884497587572
128,-301.16090238898903,-121.94688195156698
129,-248.3229484701007,-187.64141123061458
130,-216.03941567572602,-188.9320218128639
131,-160.9273230496826,-195.91442509290928
132,-144.6571787573219,-188.88969904641218
133,-137.885890458096,-136.05277555399945
134,-63.85381131997051,-139.94256247172237
135,-69.76603017637443,-242.87648007883683
136,21.84041467026154,-303.3355285494346
137,84.08718067338543,-336.7849977263777
138,129.8323287763989,-362.18827671375675
139,86.45996542060584,-400.59577124504233
140,79.16669302310683,-413.9934013960951
141,92.32675200838065,-419.4659024896079
142,87.42840023096561,-437.8617171230899
143,212.3120003666814,-407.9606518595864
144,239.30870917204854,-468.6737802743124
145,29.071134447945067,-757.1452226655886
146,-83.31047746693841,-683.9908629999687
147,-173.10826373115745,-631.4406807856406
